Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Direction	GO terms (biological process)	GO terms (molecular function)	Pathways of gene	Accession-2
RSAU_RS08095	RSAU_RS08095	1646879	1647439	RSAU_RS08095-MONOMER	+				RSAU_001524
RSAU_RS03880	RSAU_RS03880	806646	808280	RSAU_RS03880-MONOMER	+				RSAU_000745
RSAU_RS06260	RSAU_RS06260	1284329	1285570	RSAU_RS06260-MONOMER	+				RSAU_001190
RSAU_RS04855	RSAU_RS04855	995377	996738	RSAU_RS04855-MONOMER	+			PWY-5840 // PWY-5837	RSAU_000931
RSAU_RS04515	RSAU_RS04515	931204	932274	RSAU_RS04515-MONOMER	+		GO:0005215		RSAU_000861
RSAU_RS10765	RSAU_RS10765	2153287	2153760	RSAU_RS10765-MONOMER	-		GO:0005215		RSAU_002012
RSAU_RS09550	RSAU_RS09550	1912375	1913832	RSAU_RS09550-MONOMER	-			AMMASSIM-PWY // PWY-5921 // GLUTSYN-PWY // GLUTAMINDEG-PWY	RSAU_001787
RSAU_RS13105	RSAU_RS13105	2597081	2598418	RSAU_RS13105-MONOMER	-				RSAU_002445
RSAU_RS01635	RSAU_RS01635	363538	364110	RSAU_RS01635-MONOMER	+				RSAU_000317
RSAU_RS05250	RSAU_RS05250	1077592	1078629	RSAU_RS05250-MONOMER	+				RSAU_001003
RSAU_RS07750	RSAU_RS07750	1577574	1577864	RSAU_RS07750-MONOMER	-				RSAU_001459
RSAU_RS01990	RSAU_RS01990	429886	430248	RSAU_RS01990-MONOMER	+				RSAU_000387
RSAU_RS12690	RSAU_RS12690	2518250	2518870	RSAU_RS12690-MONOMER	-				RSAU_002369
RSAU_RS00580	RSAU_RS00580	132567	132893	RSAU_RS00580-MONOMER	-			PWY-7847	RSAU_000119
RSAU_RS04065	RSAU_RS04065	841897	842391	RSAU_RS04065-MONOMER	-				RSAU_000777
RSAU_RS00030	RSAU_RS00030	6589	9249	RSAU_RS00030-MONOMER	+				RSAU_000006
RSAU_RS02375	RSAU_RS02375	505006	505080	RSAU_RS02375-tRNA	+			PWY0-1479 // PWY-6459 // TRNA-CHARGING-PWY	RSAU_000461
RSAU_RS12525	RSAU_RS12525	2477363	2477755	RSAU_RS12525-MONOMER	-				RSAU_002333
RSAU_RS13400	RSAU_RS13400	2666092	2667303	RSAU_RS13400-MONOMER	-				RSAU_002496
RSAU_RS06285	RSAU_RS06285	1289440	1289646	RSAU_RS06285-MONOMER	+				RSAU_001193
RSAU_RS00420	RSAU_RS00420	97338	98063	RSAU_RS00420-MONOMER	+				RSAU_000088
RSAU_RS09005	RSAU_RS09005	1833001	1833076	RSAU_RS09005-tRNA	-			TRNA-CHARGING-PWY // PWY0-1479	RSAU_001688
RSAU_RS13315	RSAU_RS13315	2639371	2639820	RSAU_RS13315-MONOMER	-				RSAU_002479
RSAU_RS00055	RSAU_RS00055	14990	15319	RSAU_RS00055-MONOMER	+				RSAU_000011
RSAU_RS01675	RSAU_RS01675	369354	370877	RSAU_RS01675-MONOMER	-				RSAU_000323
RSAU_RS07925	RSAU_RS07925	1609917	1611683	RSAU_RS07925-MONOMER	-			TRNA-CHARGING-PWY	RSAU_001491
RSAU_RS11600	RSAU_RS11600	2298055	2299293	RSAU_RS11600-MONOMER	-			HISDEG-PWY	RSAU_002166
RSAU_RS02340	RSAU_RS02340	501540	502016	RSAU_RS02340-MONOMER	+			PWY-6612 // PWY-6147	RSAU_000455
RSAU_RS08875	RSAU_RS08875	1814541	1814675	RSAU_RS08875-MONOMER	-				
RSAU_RS11685	RSAU_RS11685	2316041	2316532	RSAU_RS11685-MONOMER	+				RSAU_002182
RSAU_RS07820	RSAU_RS07820	1589299	1590033	RSAU_RS07820-MONOMER	-			PWY-7942	RSAU_001471
RSAU_RS13335	RSAU_RS13335	2643614	2645488	RSAU_RS13335-MONOMER	+				RSAU_002483
RSAU_RS10320	RSAU_RS10320	2064018	2064659	RSAU_RS10320-MONOMER	-			PWY-6894 // PWY-7357 // PWY-7356 // PWY-6897 // PWY-6907 // PWY-6893	RSAU_001930
RSAU_RS12810	RSAU_RS12810	2541441	2541611	RSAU_RS12810-MONOMER	-				RSAU_002390
RSAU_RS09000	RSAU_RS09000	1832912	1832984	RSAU_RS09000-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001687
RSAU_RS00920	RSAU_RS00920	221818	222963	RSAU_RS00920-MONOMER	-				RSAU_000185
RSAU_RS07755	RSAU_RS07755	1577868	1578674	RSAU_RS07755-MONOMER	-			ARO-PWY // PWY-6163	RSAU_001460
RSAU_RS00545	RSAU_RS00545	125466	126023	RSAU_RS00545-MONOMER	+				RSAU_000112
RSAU_RS06840	RSAU_RS06840	1393967	1394776	RSAU_RS06840-MONOMER	-				RSAU_001291
RSAU_RS09185	RSAU_RS09185	1865480	1865563	RSAU_RS09185-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001719
RSAU_RS12090	RSAU_RS12090	2394335	2395645	RSAU_RS12090-MONOMER	+				RSAU_002257
RSAU_RS02905	RSAU_RS02905	616506	617141	RSAU_RS02905-MONOMER	+				RSAU_000565
RSAU_RS02650	RSAU_RS02650	567457	570990	RSAU_RS02650-MONOMER	+				RSAU_000517
RSAU_RS06630	RSAU_RS06630	1353848	1354630	RSAU_RS06630-MONOMER	+			TRPSYN-PWY	RSAU_001251
RSAU_RS14720	RSAU_RS14720	36168	36428	RSAU_RS14720-MONOMER	+				
RSAU_RS14715	RSAU_RS14715	34756	35616	RSAU_RS14715-MONOMER	+				RSAU_000030
RSAU_RS09755	RSAU_RS09755	1956724	1957464	RSAU_RS09755-MONOMER	-		GO:0005215		RSAU_001825
RSAU_RS08830	RSAU_RS08830	1804505	1804738	RSAU_RS08830-MONOMER	-				
RSAU_RS05210	RSAU_RS05210	1067933	1068415	RSAU_RS05210-MONOMER	-				RSAU_000996
RSAU_RS08360	RSAU_RS08360	1704846	1705616	RSAU_RS08360-MONOMER	-		GO:0005215		RSAU_001571
RSAU_RS00040	RSAU_RS00040	10471	11985	RSAU_RS00040-MONOMER	+			HISDEG-PWY	RSAU_000008
RSAU_RS00415	RSAU_RS00415	96370	96969	RSAU_RS00415-MONOMER	+			DETOX1-PWY-1 // DETOX1-PWY	RSAU_000087
RSAU_RS02715	RSAU_RS02715	584401	584766	RSAU_RS02715-MONOMER	+				RSAU_000530
RSAU_RS01155	RSAU_RS01155	267137	268057	RSAU_RS01155-MONOMER	-		GO:0005215		RSAU_000224
RSAU_RS13655	RSAU_RS13655	2721783	2722295	RSAU_RS13655-MONOMER	-				RSAU_002545
RSAU_RS06270	RSAU_RS06270	1286199	1287539	RSAU_RS06270-MONOMER	+			AMMASSIM-PWY // PWY-5675 // GLNSYN-PWY	RSAU_001192
RSAU_RS12155	RSAU_RS12155	2405369	2407102	RSAU_RS12155-MONOMER	-		GO:0005215		RSAU_002268
RSAU_RS04375	RSAU_RS04375	894870	896114	RSAU_RS04375-MONOMER	+				RSAU_000835
RSAU_RS14165	RSAU_RS14165	1609649	1609839	RSAU_RS14165-RNA	-				
RSAU_RS05150	RSAU_RS05150	1056547	1057641	RSAU_RS05150-MONOMER	+		GO:0005215		RSAU_000984
RSAU_RS00375	RSAU_RS00375	88334	89128	RSAU_RS00375-MONOMER	+				RSAU_000080
RSAU_RS05160	RSAU_RS05160	1058437	1059246	RSAU_RS05160-MONOMER	+		GO:0005215		RSAU_000986
RSAU_RS03235	RSAU_RS03235	679244	679741	RSAU_RS03235-MONOMER	+				RSAU_000629
RSAU_RS03530	RSAU_RS03530	735255	735839	RSAU_RS03530-MONOMER	-				RSAU_000684
RSAU_RS01265	RSAU_RS01265	291090	291587	RSAU_RS01265-MONOMER	+				RSAU_000246
RSAU_RS07205	RSAU_RS07205	1476874	1477419	RSAU_RS07205-MONOMER	-		GO:0005215		RSAU_001355
RSAU_RS00705	RSAU_RS00705	166795	167691	RSAU_RS00705-MONOMER	+			PWY0-1261	RSAU_000143
RSAU_RS10265	RSAU_RS10265	2052877	2054397	RSAU_RS10265-MONOMER	-				RSAU_001920
RSAU_RS12020	RSAU_RS12020	2384188	2384454	RSAU_RS12020-MONOMER	-				RSAU_002245
RSAU_RS11290	RSAU_RS11290	2241055	2241561	RSAU_RS11290-MONOMER	-				RSAU_002109
RSAU_RS13890	RSAU_RS13890	456410	456510	RSAU_RS13890-MONOMER	+				
RSAU_RS08845	RSAU_RS08845	1806604	1807047	RSAU_RS08845-MONOMER	-				RSAU_001660
RSAU_RS13690	RSAU_RS13690	2727640	2727840	RSAU_RS13690-MONOMER	+				RSAU_002553
RSAU_RS01775	RSAU_RS01775	388328	388735	RSAU_RS01775-MONOMER	+				RSAU_000342
RSAU_RS05925	RSAU_RS05925	1208118	1209002	RSAU_RS05925-MONOMER	+				RSAU_001125
RSAU_RS12585	RSAU_RS12585	2493571	2494251	RSAU_RS12585-MONOMER	-				RSAU_002344
RSAU_RS02765	RSAU_RS02765	592016	592768	RSAU_RS02765-MONOMER	-				RSAU_000539
RSAU_RS06440	RSAU_RS06440	1310783	1312300	RSAU_RS06440-MONOMER	+			DETOX1-PWY-1 // DETOX1-PWY	RSAU_001216
RSAU_RS10625	RSAU_RS10625	2117734	2119026	RSAU_RS10625-MONOMER	+				RSAU_001986
RSAU_RS10965	RSAU_RS10965	2192948	2193373	RSAU_RS10965-MONOMER	+				RSAU_002048
RSAU_RS08630	RSAU_RS08630	1771178	1772005	RSAU_RS08630-MONOMER	-				RSAU_001620
RSAU_RS12125	RSAU_RS12125	2400792	2401907	RSAU_RS12125-MONOMER	-			PWY-6578	RSAU_002263
RSAU_RS10415	RSAU_RS10415	2078731	2079183	RSAU_RS10415-MONOMER	-			PWY-7980	RSAU_001948
RSAU_RS07575	RSAU_RS07575	1543027	1544127	RSAU_RS07575-MONOMER	-				RSAU_001424
RSAU_RS06400	RSAU_RS06400	1302567	1303949	RSAU_RS06400-MONOMER	-			HOMOSERSYN-PWY // PWY-2941	RSAU_001209
RSAU_RS07130	RSAU_RS07130	1464288	1465286	RSAU_RS07130-MONOMER	-			PWY-5667 // PWY0-1319	RSAU_001344
RSAU_RS05680	RSAU_RS05680	1154447	1154938	RSAU_RS05680-MONOMER	+			PWY-7884	RSAU_001079
RSAU_RS08550	RSAU_RS08550	1746713	1747555	RSAU_RS08550-MONOMER	-				RSAU_001604
RSAU_RS04870	RSAU_RS04870	999181	1000002	RSAU_RS04870-MONOMER	+			PWY-5840 // PWY-5837	RSAU_000934
RSAU_RS04240	RSAU_RS04240	869957	870109	RSAU_RS04240-MONOMER	+				
RSAU_RS00450	RSAU_RS00450	102082	103260	RSAU_RS00450-MONOMER	+			PWY0-1297 // PWY0-1298 // PWY-7180 // PWY0-1296	RSAU_000093
RSAU_RS04430	RSAU_RS04430	913132	913521	RSAU_RS04430-MONOMER	+				RSAU_000846
RSAU_RS03545	RSAU_RS03545	737076	737744	RSAU_RS03545-MONOMER	-			PWY-6703	RSAU_000687
RSAU_RS01230	RSAU_RS01230	285775	286266	RSAU_RS01230-MONOMER	+				RSAU_000239
RSAU_RS09280	RSAU_RS09280	1867402	1867490	RSAU_RS09280-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001738
RSAU_RS09270	RSAU_RS09270	1867227	1867300	RSAU_RS09270-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001736
RSAU_RS03970	RSAU_RS03970	825789	826517	RSAU_RS03970-MONOMER	-				RSAU_000762
RSAU_RS04830	RSAU_RS04830	992075	993034	RSAU_RS04830-MONOMER	+		GO:0005215		RSAU_000927
RSAU_RS10660	RSAU_RS10660	2126532	2128082	RSAU_RS10660-MONOMER	+		GO:0005215		RSAU_001992
RSAU_RS01485	RSAU_RS01485	335801	336655	RSAU_RS01485-MONOMER	+				RSAU_000288
RSAU_RS12790	RSAU_RS12790	2536120	2537286	RSAU_RS12790-MONOMER	+				RSAU_002386
RSAU_RS08645	RSAU_RS08645	1773362	1773826	RSAU_RS08645-MONOMER	-			RIBOSYN2-PWY	RSAU_001622
RSAU_RS11320	RSAU_RS11320	2246097	2246867	RSAU_RS11320-MONOMER	-				RSAU_002115
RSAU_RS11750	RSAU_RS11750	2327506	2327991	RSAU_RS11750-MONOMER	-				RSAU_002193
RSAU_RS01650	RSAU_RS01650	365098	365308	RSAU_RS01650-MONOMER	-				
RSAU_RS06965	RSAU_RS06965	1429338	1430216	RSAU_RS06965-MONOMER	-				RSAU_001313
RSAU_RS06560	RSAU_RS06560	1337283	1338743	RSAU_RS06560-MONOMER	+		GO:0005215		RSAU_001238
RSAU_RS12050	RSAU_RS12050	2387559	2388290	RSAU_RS12050-MONOMER	-				RSAU_002250
RSAU_RS09500	RSAU_RS09500	1902581	1903894	RSAU_RS09500-MONOMER	-			AMMASSIM-PWY // PWY-5921 // GLUTSYN-PWY // GLUTAMINDEG-PWY	RSAU_001779
RSAU_RS00925	RSAU_RS00925	223118	223225	RSAU_RS00925-MONOMER	+				
RSAU_RS08235	RSAU_RS08235	1671996	1674626	RSAU_RS08235-MONOMER	-				RSAU_001548
RSAU_RS13615	RSAU_RS13615	2711217	2711555	RSAU_RS13615-MONOMER	-				RSAU_002537
RSAU_RS01810	RSAU_RS01810	394013	394858	RSAU_RS01810-MONOMER	-				RSAU_000351
RSAU_RS03155	RSAU_RS03155	666501	666992	RSAU_RS03155-MONOMER	+				RSAU_000617
RSAU_RS01070	RSAU_RS01070	252782	253483	RSAU_RS01070-MONOMER	+				RSAU_000210
RSAU_RS11495	RSAU_RS11495	2275308	2278262	RSAU_RS11495-MONOMER	-			PWY-1881	RSAU_002146
RSAU_RS06375	RSAU_RS06375	1297887	1299368	RSAU_RS06375-MONOMER	+				RSAU_001205
RSAU_RS03245	RSAU_RS03245	681415	682458	RSAU_RS03245-MONOMER	+				RSAU_000631
RSAU_RS05880	RSAU_RS05880	1199314	1200564	RSAU_RS05880-MONOMER	+				RSAU_001117
RSAU_RS02835	RSAU_RS02835	605023	605649	RSAU_RS02835-MONOMER	+				RSAU_000552
RSAU_RS04105	RSAU_RS04105	846385	847263	RSAU_RS04105-MONOMER	+				RSAU_000784
RSAU_RS03800	RSAU_RS03800	789257	790096	RSAU_RS03800-MONOMER	+				RSAU_000730
RSAU_RS04595	RSAU_RS04595	948885	949370	RSAU_RS04595-MONOMER	+				RSAU_000879
RSAU_RS08960	RSAU_RS08960	1829652	1830380	RSAU_RS08960-MONOMER	-				RSAU_001679
RSAU_RS03780	RSAU_RS03780	784893	787424	RSAU_RS03780-MONOMER	+				RSAU_000728
RSAU_RS02000	RSAU_RS02000	430931	431605	RSAU_RS02000-MONOMER	+				RSAU_000389
RSAU_RS13330	RSAU_RS13330	2642916	2643374	RSAU_RS13330-MONOMER	+				RSAU_002482
RSAU_RS08650	RSAU_RS08650	1773839	1775020	RSAU_RS08650-MONOMER	-			RIBOSYN2-PWY	RSAU_001623
RSAU_RS09810	RSAU_RS09810	1965705	1966544	RSAU_RS09810-MONOMER	+			PWY3DJ-11281	RSAU_001834
RSAU_RS10910	RSAU_RS10910	2183435	2184226	RSAU_RS10910-MONOMER	-				RSAU_002040
RSAU_RS08015	RSAU_RS08015	1630477	1631007	RSAU_RS08015-MONOMER	-				RSAU_001509
RSAU_RS02105	RSAU_RS02105	456649	457173	RSAU_RS02105-MONOMER	+				RSAU_000411
RSAU_RS00685	RSAU_RS00685	161200	162840	RSAU_RS00685-MONOMER	-				RSAU_000139
RSAU_RS02590	RSAU_RS02590	551042	552679	RSAU_RS02590-MONOMER	+			ARABCAT-PWY	RSAU_000504
RSAU_RS05310	RSAU_RS05310	1086490	1087542	RSAU_RS05310-MONOMER	-				RSAU_001014
RSAU_RS00205	RSAU_RS00205	46710	49861	RSAU_RS00205-MONOMER	+				RSAU_000044
RSAU_RS12760	RSAU_RS12760	2531071	2531760	RSAU_RS12760-MONOMER	-				RSAU_002381
RSAU_RS00285	RSAU_RS00285	67764	68237	RSAU_RS00285-MONOMER	+				RSAU_000063
RSAU_RS06800	RSAU_RS06800	1386666	1386974	RSAU_RS06800-MONOMER	-				RSAU_001283
RSAU_RS02950	RSAU_RS02950	624928	625857	RSAU_RS02950-MONOMER	-				RSAU_000574
RSAU_RS03550	RSAU_RS03550	738095	738688	RSAU_RS03550-MONOMER	+			PWY-6612 // PWY-6543	RSAU_000688
RSAU_RS12520	RSAU_RS12520	2474500	2477361	RSAU_RS12520-MONOMER	-				RSAU_002332
RSAU_RS13500	RSAU_RS13500	2689749	2691791	RSAU_RS13500-MONOMER	-			LIPAS-PWY	RSAU_002514
RSAU_RS09300	RSAU_RS09300	1867745	1867820	RSAU_RS09300-tRNA	-			PWY0-1479 // TRNA-CHARGING-PWY	RSAU_001742
RSAU_RS06410	RSAU_RS06410	1305426	1306487	RSAU_RS06410-MONOMER	+			HOMOSER-THRESYN-PWY	RSAU_001211
RSAU_RS10155	RSAU_RS10155	2032784	2032857	RSAU_RS10155-tRNA	-			PWY0-1479 // PWY-6459 // TRNA-CHARGING-PWY	RSAU_001900
RSAU_RS10480	RSAU_RS10480	2090947	2091282	RSAU_RS10480-MONOMER	-				RSAU_001961
RSAU_RS06575	RSAU_RS06575	1340229	1341437	RSAU_RS06575-MONOMER	+		GO:0005215		RSAU_001240
RSAU_RS06805	RSAU_RS06805	1387137	1387406	RSAU_RS06805-MONOMER	+				RSAU_001284
RSAU_RS09965	RSAU_RS09965	1993479	1994105	RSAU_RS09965-MONOMER	+				RSAU_001864
RSAU_RS01380	RSAU_RS01380	315597	316796	RSAU_RS01380-MONOMER	-				RSAU_000268
RSAU_RS03885	RSAU_RS03885	808487	809389	RSAU_RS03885-MONOMER	-				RSAU_000746
RSAU_RS00235	RSAU_RS00235	54331	55101	RSAU_RS00235-MONOMER	+				RSAU_000052
RSAU_RS00085	RSAU_RS00085	22017	23300	RSAU_RS00085-MONOMER	+			PWY-6126 // PWY-7219	RSAU_000017
RSAU_RS10360	RSAU_RS10360	2069505	2069945	RSAU_RS10360-MONOMER	-			PWY-5989 // PWY-7388 // FASYN-ELONG-PWY // PWY-7663 // PWY-5971	RSAU_001937
RSAU_RS08635	RSAU_RS08635	1772008	1772127	RSAU_RS08635-MONOMER	-				
RSAU_RS02995	RSAU_RS02995	632355	632657	RSAU_RS02995-MONOMER	+		GO:0005215		RSAU_000583
RSAU_RS02625	RSAU_RS02625	558278	559147	RSAU_RS02625-MONOMER	+				RSAU_000511
RSAU_RS11830	RSAU_RS11830	2344333	2344734	RSAU_RS11830-MONOMER	-				RSAU_002209
RSAU_RS09030	RSAU_RS09030	1835936	1836859	RSAU_RS09030-MONOMER	-			HEMESYN2-PWY	RSAU_001692
RSAU_RS06320	RSAU_RS06320	1292791	1292985	RSAU_RS06320-MONOMER	+				RSAU_001197
RSAU_RS09435	RSAU_RS09435	1893128	1893328	RSAU_RS09435-MONOMER	-				RSAU_001767
RSAU_RS00830	RSAU_RS00830	199406	200374	RSAU_RS00830-MONOMER	-				RSAU_000169
RSAU_RS07020	RSAU_RS07020	1442865	1443206	RSAU_RS07020-MONOMER	-				RSAU_001323
RSAU_RS04180	RSAU_RS04180	860060	861100	RSAU_RS04180-MONOMER	+				RSAU_000798
RSAU_RS07865	RSAU_RS07865	1595694	1598324	RSAU_RS07865-MONOMER	-			TRNA-CHARGING-PWY	RSAU_001480
RSAU_RS09830	RSAU_RS09830	1971173	1972480	RSAU_RS09830-MONOMER	+		GO:0005215		RSAU_001840
RSAU_RS12370	RSAU_RS12370	2448659	2449594	RSAU_RS12370-MONOMER	-		GO:0005215		RSAU_002304
RSAU_RS09420	RSAU_RS09420	1889838	1890989	RSAU_RS09420-MONOMER	+				RSAU_001764
RSAU_RS04900	RSAU_RS04900	1005958	1006377	RSAU_RS04900-MONOMER	+				RSAU_000939
RSAU_RS04315	RSAU_RS04315	884046	884402	RSAU_RS04315-MONOMER	-		GO:0005215		RSAU_000823
RSAU_RS00780	RSAU_RS00780	187554	188825	RSAU_RS00780-MONOMER	+				RSAU_000158
RSAU_RS05950	RSAU_RS05950	1212425	1213669	RSAU_RS05950-MONOMER	+				RSAU_001130
RSAU_RS06445	RSAU_RS06445	1312391	1312540	RSAU_RS06445-MONOMER	+				RSAU_001217
RSAU_RS03740	RSAU_RS03740	776510	777271	RSAU_RS03740-MONOMER	-		GO:0005215		RSAU_000720
RSAU_RS11525	RSAU_RS11525	2283394	2284266	RSAU_RS11525-MONOMER	+				RSAU_002152
RSAU_RS09875	RSAU_RS09875	1979423	1979950	RSAU_RS09875-MONOMER	-				RSAU_001847
RSAU_RS02580	RSAU_RS02580	548552	549739	RSAU_RS02580-MONOMER	+			THREONINE-DEG2-PWY	RSAU_000502
RSAU_RS06100	RSAU_RS06100	1248396	1250765	RSAU_RS06100-MONOMER	+				RSAU_001159
RSAU_RS02350	RSAU_RS02350	502554	504041	RSAU_RS02350-MONOMER	+			TRNA-CHARGING-PWY	RSAU_000456
RSAU_RS09525	RSAU_RS09525	1907015	1907545	RSAU_RS09525-MONOMER	-				RSAU_001783
RSAU_RS12545	RSAU_RS12545	2480789	2480992	RSAU_RS12545-MONOMER	-				RSAU_002337
RSAU_RS13025	RSAU_RS13025	2583200	2583475	RSAU_RS13025-MONOMER	+				RSAU_002431
RSAU_RS06035	RSAU_RS06035	1229600	1231303	RSAU_RS06035-MONOMER	+			TRNA-CHARGING-PWY	RSAU_001145
RSAU_RS11350	RSAU_RS11350	2252614	2252916	RSAU_RS11350-MONOMER	+			PWY-5704	RSAU_002121
RSAU_RS10730	RSAU_RS10730	2144662	2144736	RSAU_RS10730-tRNA	-			TRNA-CHARGING-PWY // PWY0-1479	RSAU_002006
RSAU_RS08385	RSAU_RS08385	1710891	1711493	RSAU_RS08385-MONOMER	+				RSAU_001576
RSAU_RS02200	RSAU_RS02200	473438	475411	RSAU_RS02200-MONOMER	+			TRNA-CHARGING-PWY	RSAU_000427
RSAU_RS08105	RSAU_RS08105	1648769	1648870	RSAU_RS08105-MONOMER	-				
RSAU_RS03710	RSAU_RS03710	771032	771550	RSAU_RS03710-MONOMER	-				RSAU_000714
RSAU_RS01735	RSAU_RS01735	383374	384480	RSAU_RS01735-MONOMER	+				RSAU_000336
RSAU_RS05920	RSAU_RS05920	1205111	1207717	RSAU_RS05920-MONOMER	-				RSAU_001124
RSAU_RS08950	RSAU_RS08950	1827920	1828674	RSAU_RS08950-MONOMER	-				RSAU_001677
RSAU_RS00585	RSAU_RS00585	132900	133283	RSAU_RS00585-MONOMER	-				RSAU_000120
RSAU_RS02025	RSAU_RS02025	436689	437714	RSAU_RS02025-MONOMER	+		GO:0005215		RSAU_000394
RSAU_RS12885	RSAU_RS12885	2558680	2559807	RSAU_RS12885-MONOMER	-			PWY-5875	RSAU_002404
RSAU_RS13030	RSAU_RS13030	2583661	2584383	RSAU_RS13030-MONOMER	-			PWY-6700	RSAU_002432
RSAU_RS02815	RSAU_RS02815	601287	602684	RSAU_RS02815-MONOMER	+				RSAU_000548
RSAU_RS01630	RSAU_RS01630	362989	363357	RSAU_RS01630-MONOMER	+				RSAU_000316
RSAU_RS09050	RSAU_RS09050	1838844	1840068	RSAU_RS09050-MONOMER	-				RSAU_001695
RSAU_RS03595	RSAU_RS03595	747064	748845	RSAU_RS03595-MONOMER	+				RSAU_000695
RSAU_RS01565	RSAU_RS01565	352058	353218	RSAU_RS01565-MONOMER	-				RSAU_000303
RSAU_RS12715	RSAU_RS12715	2520966	2521646	RSAU_RS12715-MONOMER	-			SERDEG-PWY	RSAU_002373
RSAU_RS14490	RSAU_RS14490	290114	290221	RSAU_RS14490-MONOMER	+				
RSAU_RS07245	RSAU_RS07245	1485494	1486036	RSAU_RS07245-MONOMER	-				RSAU_001362
RSAU_RS01845	RSAU_RS01845	399844	400539	RSAU_RS01845-MONOMER	+				RSAU_000356
RSAU_RS07340	RSAU_RS07340	1502988	1503167	RSAU_RS07340-MONOMER	+				
RSAU_RS06135	RSAU_RS06135	1256146	1256724	RSAU_RS06135-MONOMER	+			PWY-7817	RSAU_001166
RSAU_RS00905	RSAU_RS00905	219433	220908	RSAU_RS00905-MONOMER	-		GO:0005215		RSAU_000182
RSAU_RS08885	RSAU_RS08885	1815634	1816350	RSAU_RS08885-MONOMER	-				RSAU_001667
RSAU_RS07310	RSAU_RS07310	1496650	1498299	RSAU_RS07310-MONOMER	-				RSAU_001374
RSAU_RS09770	RSAU_RS09770	1959014	1959910	RSAU_RS09770-MONOMER	-		GO:0005215		RSAU_001828
RSAU_RS02940	RSAU_RS02940	622565	623353	RSAU_RS02940-MONOMER	+				RSAU_000572
RSAU_RS09865	RSAU_RS09865	1978513	1979082	RSAU_RS09865-MONOMER	-				RSAU_001845
RSAU_RS05815	RSAU_RS05815	1184800	1185441	RSAU_RS05815-MONOMER	+			PWY-7356 // PWY-6907 // PWY-6898	RSAU_001105
RSAU_RS11080	RSAU_RS11080	2210842	2211378	RSAU_RS11080-MONOMER	-				RSAU_002071
RSAU_RS11670	RSAU_RS11670	2312661	2313869	RSAU_RS11670-MONOMER	+		GO:0005215		RSAU_002179
RSAU_RS06485	RSAU_RS06485	1317310	1319298	RSAU_RS06485-MONOMER	+			PENTOSE-P-PWY // NONOXIPENT-PWY // PWY-1861	RSAU_001224
RSAU_RS02060	RSAU_RS02060	442236	443018	RSAU_RS02060-MONOMER	-				RSAU_000402
RSAU_RS06045	RSAU_RS06045	1236165	1236632	RSAU_RS06045-MONOMER	+				RSAU_001147
RSAU_RS09110	RSAU_RS09110	1852142	1852606	RSAU_RS09110-MONOMER	-				RSAU_001706
RSAU_RS13575	RSAU_RS13575	2703145	2704857	RSAU_RS13575-MONOMER	-		GO:0005215		RSAU_002529
RSAU_RS04120	RSAU_RS04120	848721	849746	RSAU_RS04120-MONOMER	+		GO:0005215		RSAU_000787
RSAU_RS12145	RSAU_RS12145	2404971	2405138	RSAU_RS12145-MONOMER	-				
RSAU_RS09375	RSAU_RS09375	1882673	1883650	RSAU_RS09375-MONOMER	+				RSAU_001756
RSAU_RS05335	RSAU_RS05335	1091425	1092159	RSAU_RS05335-MONOMER	+				RSAU_001019
RSAU_RS02550	RSAU_RS02550	542018	542272	RSAU_RS02550-MONOMER	+				RSAU_000496
RSAU_RS11590	RSAU_RS11590	2295664	2296545	RSAU_RS11590-MONOMER	-				RSAU_002164
RSAU_RS01085	RSAU_RS01085	255251	256687	RSAU_RS01085-MONOMER	+			PWY0-1309	RSAU_000213
RSAU_RS05715	RSAU_RS05715	1161604	1164777	RSAU_RS05715-MONOMER	+			AMMASSIM-PWY // PWY-5921 // GLUTSYN-PWY // GLUTAMINDEG-PWY // PWY0-162 // ARGSYNBSUB-PWY // PWY-5686 // PWY-4984 // ARGDEGRAD-PWY // CITRULLINE-DEG-PWY	RSAU_001086
RSAU_RS06515	RSAU_RS06515	1324814	1325176	RSAU_RS06515-MONOMER	-		GO:0005215		RSAU_001230
RSAU_RS04910	RSAU_RS04910	1006585	1010349	RSAU_RS04910-MONOMER	-				RSAU_000940
RSAU_RS10570	RSAU_RS10570	2107742	2108185	RSAU_RS10570-MONOMER	-				RSAU_001977
RSAU_RS09680	RSAU_RS09680	1940907	1942664	RSAU_RS09680-MONOMER	-				RSAU_001810
RSAU_RS08965	RSAU_RS08965	1830415	1831134	RSAU_RS08965-MONOMER	-				RSAU_001680
RSAU_RS12870	RSAU_RS12870	2554679	2555833	RSAU_RS12870-MONOMER	-				RSAU_002401
RSAU_RS04150	RSAU_RS04150	854387	855694	RSAU_RS04150-MONOMER	+				RSAU_000793
RSAU_RS09335	RSAU_RS09335	1874253	1875203	RSAU_RS09335-MONOMER	-				RSAU_001749
