"Scaffold DIA 4.2.2"
"WU333373_ScaffoldDIA_DIANN19_allSA6850_PrX_db5_result_wCategories_OG.sdia"
"Summarization hierarchy: {0804_vs_rest}"
"   Comparison Level: 0804_vs_rest"
"   Biological Replicate Level: MS Sample"
"   Technical Replicate Level: MS Sample"
"The data below is summarized at the level of (0804_vs_rest)"
"Statistical test: t-test"
""
"","","","","","","","","","","Log2  Fold Change (Total  Intensity) (Normalized)",""
"298","true","Empty","[locus_tag=RSAU_001642] [protein=hypothetical protein] [protein_id=AGU55463.1] [location=complement(1790435..1791343)] [gbkey=CDS] BLASTORTHO tr_Q2G1W5_Q2G1W5_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55463.1_1579","35 kDa","0.9999987472999692","19","100%","0.099","0.313","0.000"
"299","true","Empty","[gene=deoB] [locus_tag=RSAU_000093] [protein=phosphopentomutase, putative] [protein_id=AGU53967.1] [location=102082..103260] [gbkey=CDS] BLASTORTHO sp_Q2G227_DEOB_STAA8 evalue=0","lcl_CP006706.1_prot_AGU53967.1_83","44 kDa","0.9999987472999692","18","100%","0.46","-0.103","0.000"
"300","true","Empty","[gene=hlgC] [locus_tag=RSAU_002259] [protein=gamma-hemolysin component C precursor] [protein_id=AGU56015.1] [location=2397633..2398580] [gbkey=CDS] BLASTORTHO sp_Q2FVK2_HLGC_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56015.1_2131","36 kDa","0.9999987472999692","20","90%","0.031","-1.59","0.000"
"301","true","Empty","[locus_tag=RSAU_001831] [protein=aminotransferase, putative] [protein_id=AGU55608.1] [location=1961544..1962830] [gbkey=CDS] BLASTORTHO tr_Q2FWW3_Q2FWW3_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55608.1_1724","48 kDa","0.9999987472999692","18","100%","0.50","-0.0926","0.000"
"302","true","Empty","[gene=ppaC] [locus_tag=RSAU_001806] [protein=manganese-dependent inorganic pyrophosphatase, putative] [protein_id=AGU55584.1] [location=1936203..1937132] [gbkey=CDS] BLASTORTHO sp_Q2FWY1_PPAC_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55584.1_1700","34 kDa","0.9999987472999692","18","100%","0.0042","-0.272","0.000"
"303","true","Empty","[gene=scrB] [locus_tag=RSAU_001874] [protein=sucrose-6-phosphate hydrolase] [protein_id=AGU55646.1] [location=complement(2000300..2001784)] [gbkey=CDS] BLASTORTHO tr_Q2FWM1_Q2FWM1_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55646.1_1762","58 kDa","0.9999987472999692","22","100%","0.58","0.197","0.000"
"304","true","Empty","[locus_tag=RSAU_001396] [protein=Xaa-Pro aminopeptidase, putative] [protein_id=AGU55222.1] [location=complement(1518645..1519706)] [gbkey=CDS] BLASTORTHO tr_Q2FY40_Q2FY40_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55222.1_1338","39 kDa","0.9999987472999692","19","100%","0.14","-0.172","0.000"
"305","true","Empty","[gene=tpiA] [locus_tag=RSAU_000752] [protein=triosephosphate isomerase] [protein_id=AGU54588.1] [location=815117..815878] [gbkey=CDS] BLASTORTHO sp_Q2G030_TPIS_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54588.1_704","27 kDa","0.9999987472999692","20","100%","0.061","-0.498","0.000"
"306","true","Empty","[gene=purC] [locus_tag=RSAU_000953] [protein=phosphoribosylaminoimidazole-succinocarboxamidesynthase PurC] [protein_id=AGU54785.1] [location=1023330..1024034] [gbkey=CDS] BLASTORTHO sp_Q2FZJ3_PUR7_STAA8 evalue=6.21571e-168","lcl_CP006706.1_prot_AGU54785.1_901","27 kDa","0.9999987472999692","21","100%","0.32","2.03","0.000"
"307","true","Empty","[gene=dltA] [locus_tag=RSAU_000809] [protein=D-alanine--poly(phosphoribitol) ligase subunit 1] [protein_id=AGU54645.1] [location=870125..871582] [gbkey=CDS] BLASTORTHO sp_Q2FZW6_DLTA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54645.1_761","55 kDa","0.9999987472999692","17","100%","0.049","0.382","0.000"
"308","true","Empty","[gene=nrdF] [locus_tag=RSAU_000707] [protein=ribonucleotide-diphosphate reductase, beta subunit] [protein_id=AGU54545.1] [location=764017..764988] [gbkey=CDS] BLASTORTHO tr_Q2G077_Q2G077_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54545.1_661","38 kDa","0.9999987472999692","16","100%","0.083","0.375","0.000"
"309","true","Empty","[gene=moeA] [locus_tag=RSAU_002107] [protein=molybdopterin biosynthesis protein A MoeA, putative] [protein_id=AGU55864.1] [location=complement(2239237..2240496)] [gbkey=CDS] BLASTORTHO tr_Q2FVY0_Q2FVY0_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55864.1_1980","45 kDa","0.9999987472999692","19","100%","0.86","-0.176","0.000"
"310","true","Empty","[locus_tag=RSAU_001808] [protein=lactonase, putative] [protein_id=AGU55586.1] [location=complement(1939049..1940077)] [gbkey=CDS] BLASTORTHO sp_Q2FWX8_Y2143_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55586.1_1702","39 kDa","0.9999987218400292","20","100%","0.0019","0.607","0.000"
"311","true","Empty","[gene=adhA] [locus_tag=RSAU_000562] [protein=zinc-containing alcohol dehydrogenase 1, putative] [protein_id=AGU54407.1] [location=612950..613960] [gbkey=CDS] BLASTORTHO sp_Q2G0G1_ADH_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54407.1_523","36 kDa","0.9999986153300142","21","100%","0.036","-2.27","0.000"
"312","true","Empty","[gene=hslO] [locus_tag=RSAU_000451] [protein=33 kDa heat shock chaperonin Hsp33] [protein_id=AGU54314.1] [location=498189..499070] [gbkey=CDS] BLASTORTHO sp_Q2G0Q9_HSLO_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54314.1_430","32 kDa","0.9999984914200013","16","100%","0.15","0.320","0.000"
"313","true","Empty","[gene=murG] [locus_tag=RSAU_001297] [protein=UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase] [protein_id=AGU55126.1] [location=complement(1403509..1404579)] [gbkey=CDS] BLASTORTHO sp_Q2FYL5_MURG_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55126.1_1242","40 kDa","0.9999984914200013","20","100%","0.73","-0.0458","0.000"
"314","true","Empty","[gene=codY] [locus_tag=RSAU_001137] [protein=GTP-sensing pleiotropic transcriptional repressor CodY] [protein_id=AGU54967.1] [location=1221773..1222546] [gbkey=CDS] BLASTORTHO sp_Q2FZ27_CODY_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54967.1_1083","29 kDa","0.9999984367100296","19","100%","0.047","0.220","0.000"
"315","true","Empty","[gene=fmtA] [locus_tag=RSAU_000944] [protein=autolysis and methicillin resistance-related protein FmtA] [protein_id=AGU54776.1] [location=1013359..1014552] [gbkey=CDS] BLASTORTHO sp_Q2FZK3_FMTA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54776.1_892","46 kDa","0.9999984367100296","20","100%","0.066","-0.181","0.000"
"316","true","Empty","[gene=accD] [locus_tag=RSAU_001558] [protein=acetyl-CoA carboxylase, carboxyl transferase, beta subunit] [protein_id=AGU55382.1] [location=complement(1688114..1688971)] [gbkey=CDS] BLASTORTHO sp_Q2FXM6_ACCD_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55382.1_1498","32 kDa","0.9999984367100296","15","100%","0.00067","0.474","0.000"
"317","true","Empty","[gene=glyA] [locus_tag=RSAU_001951] [protein=serine hydroxymethyltransferase, putative] [protein_id=AGU55717.1] [location=complement(2081059..2082297)] [gbkey=CDS] BLASTORTHO sp_Q2FWE5_GLYA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55717.1_1833","45 kDa","0.9999984367100296","22","100%","0.38","0.120","0.000"
"318","true","Empty","[locus_tag=RSAU_001864] [protein=nitroreductase family protein] [protein_id=AGU55638.1] [location=1993479..1994105] [gbkey=CDS] BLASTORTHO tr_Q2FWN0_Q2FWN0_STAA8 evalue=1.83723e-158","lcl_CP006706.1_prot_AGU55638.1_1754","24 kDa","0.9999984367100296","14","100%","< 0.0001","1.59","0.000"
"319","true","Empty","[locus_tag=RSAU_001005] [protein=glycerophosphoryl diester phosphodiesterase, putative] [protein_id=AGU54837.1] [location=complement(1079160..1080089)] [gbkey=CDS] BLASTORTHO tr_Q2FZF9_Q2FZF9_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54837.1_953","35 kDa","0.9999984367100296","20","100%","0.0018","0.604","0.000"
"320","true","Empty","[gene=blaR1] [locus_tag=RSAU_001810] [protein=beta-lactamase regulatory protein BlaR1] [protein_id=AGU55588.1] [location=complement(1940907..1942664)] [gbkey=CDS] BLASTORTHO tr_Q2FXH4_Q2FXH4_STAA8 evalue=0.349655","lcl_CP006706.1_prot_AGU55588.1_1704","69 kDa","0.9999984367100296","19","100%","0.0034","0.626","0.000"
"321","true","Empty","[locus_tag=RSAU_001162] [protein=zinc-dependent peptidase, putative] [protein_id=AGU54992.1] [location=1252779..1254065] [gbkey=CDS] BLASTORTHO tr_Q2FZ15_Q2FZ15_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54992.1_1108","50 kDa","0.9999984367100296","17","100%","0.15","0.312","0.000"
"322","true","Empty","[locus_tag=RSAU_001207] [protein=hypothetical protein] [protein_id=AGU55037.1] [location=complement(1300753..1301607)] [gbkey=CDS] BLASTORTHO tr_Q2FYV7_Q2FYV7_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55037.1_1153","33 kDa","0.9999984367100296","21","100%","0.85","0.0562","0.000"
"323","true","Empty","[gene=dltD] [locus_tag=RSAU_000812] [protein=poly D-alanine transfer protein DltD] [protein_id=AGU54648.1] [location=873044..874219] [gbkey=CDS] BLASTORTHO sp_Q2FZW3_DLTD_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54648.1_764","45 kDa","0.9999984083400477","17","100%","0.68","-0.00106","0.000"
"324","true","Empty","[locus_tag=RSAU_000519] [protein=glycosyl transferase, putative] [protein_id=AGU54366.1] [location=complement(572705..574195)] [gbkey=CDS] BLASTORTHO tr_Q2G0L2_Q2G0L2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54366.1_482","58 kDa","0.9999984083400477","20","100%","0.31","-0.0366","0.000"
"325","true","Empty","[gene=vicK] [locus_tag=RSAU_000021] [protein=two-component sensor histidine kinase VicK, putative] [protein_id=AGU53903.1] [location=25211..27037] [gbkey=CDS] BLASTORTHO sp_Q2G2U4_WALK_STAA8 evalue=0","lcl_CP006706.1_prot_AGU53903.1_19","70 kDa","0.9999980448699262","21","100%","0.54","0.192","0.000"
"326","true","Empty","[gene=rsbU] [locus_tag=RSAU_001907] [protein=sigma-B regulation protein serine phosphatase RsbU] [protein_id=AGU55673.1] [location=complement(2038312..2039313)] [gbkey=CDS] BLASTORTHO tr_Q2FWJ1_Q2FWJ1_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55673.1_1789","38 kDa","0.9999956314700285","18","100%","0.33","-0.0228","0.000"
"327","true","Empty","[locus_tag=RSAU_001703] [protein=DNA repair exonuclease, putative] [protein_id=AGU55511.1] [location=complement(1848307..1849503)] [gbkey=CDS] BLASTORTHO tr_Q2G2S7_Q2G2S7_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55511.1_1627","46 kDa","0.9999987472999692","19","100%","0.46","-0.0405","0.000"
"328","true","Empty","[locus_tag=RSAU_000317] [protein=putative lipoprotein, putative] [protein_id=AGU54188.1] [location=363538..364110] [gbkey=CDS] BLASTORTHO tr_Q2G105_Q2G105_STAA8 evalue=5.20614e-135","lcl_CP006706.1_prot_AGU54188.1_304","21 kDa","0.9999987472999692","21","100%","< 0.0001","-2.19","0.000"
"329","true","Empty","[locus_tag=RSAU_000769] [protein=thermonuclease-like protein] [protein_id=AGU54605.1] [location=835704..836390] [gbkey=CDS] BLASTORTHO tr_Q2G010_Q2G010_STAA8 evalue=8.18743e-173","lcl_CP006706.1_prot_AGU54605.1_721","25 kDa","0.9999987472999692","18","100%","0.100","-1.31","0.000"
"330","true","Empty","[gene=aroA2] [locus_tag=RSAU_001593] [protein=bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase] [protein_id=AGU55416.1] [location=complement(1734189..1735280)] [gbkey=CDS] BLASTORTHO tr_Q2G248_Q2G248_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55416.1_1532","41 kDa","0.9999987472999692","15","100%","0.079","-0.608","0.000"
"331","true","Empty","[gene=rocD2] [locus_tag=RSAU_000834] [protein=ornithine aminotransferase, putative] [protein_id=AGU54670.1] [location=893571..894761] [gbkey=CDS] BLASTORTHO tr_Q2FZU6_Q2FZU6_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54670.1_786","43 kDa","0.9999987472999692","19","100%","0.059","0.495","0.000"
"332","true","Empty","[gene=rpoD] [locus_tag=RSAU_001426] [protein=RNA polymerase sigma factor RpoD] [protein_id=AGU55252.1] [location=complement(1544938..1546044)] [gbkey=CDS] BLASTORTHO sp_P0A0J0_SIGA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55252.1_1368","42 kDa","0.9999987472999692","19","100%","< 0.0001","-0.464","0.000"
"333","true","Empty","[gene=femA] [locus_tag=RSAU_001255] [protein=Aminoacyltransferase FemA (Factor essential for expression of methicillin resistance A)] [protein_id=AGU55084.1] [location=1357513..1358775] [gbkey=CDS] BLASTORTHO sp_Q2FYR2_FEMA_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55084.1_1200","49 kDa","0.9999987472999692","19","100%","0.070","0.407","0.000"
"334","true","Empty","[gene=pdhA] [locus_tag=RSAU_000978] [protein=pyruvate dehydrogenase complex E1 component, alpha subunit PdhA] [protein_id=AGU54810.1] [location=1050522..1051634] [gbkey=CDS] BLASTORTHO tr_Q2FZG4_Q2FZG4_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54810.1_926","41 kDa","0.9999986153300142","17","100%","0.28","0.173","0.000"
"335","true","Empty","[gene=clpX] [locus_tag=RSAU_001533] [protein=ATP-dependent Clp protease, ATP-binding subunit ClpX] [protein_id=AGU55357.1] [location=complement(1656044..1657306)] [gbkey=CDS] BLASTORTHO sp_Q2FXQ7_CLPX_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55357.1_1473","46 kDa","0.9999985088099947","20","100%","< 0.0001","0.536","0.000"
"336","true","Empty","[gene=fabF] [locus_tag=RSAU_000859] [protein=3-oxoacyl-[acyl-carrier-protein] synthase] [protein_id=AGU54695.1] [location=928363..929607] [gbkey=CDS] BLASTORTHO tr_Q2FZR9_Q2FZR9_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54695.1_811","44 kDa","0.9999984914200013","17","100%","0.40","0.231","0.000"
"337","true","Empty","[gene=metK] [locus_tag=RSAU_001643] [protein=S-adenosylmethionine synthetase] [protein_id=AGU55464.1] [location=complement(1791468..1792661)] [gbkey=CDS] BLASTORTHO sp_Q2G1W4_METK_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55464.1_1580","44 kDa","0.9999984914200013","20","100%","0.70","-0.0183","0.000"
"338","true","Empty","[locus_tag=RSAU_002031] [protein=prostaglandin dehydrogenase-like protein] [protein_id=AGU55788.1] [location=complement(2174283..2175284)] [gbkey=CDS] BLASTORTHO tr_Q2G2D7_Q2G2D7_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55788.1_1904","36 kDa","0.9999984367100296","17","100%","0.0015","0.986","0.000"
"339","true","Empty","[gene=trmE] [locus_tag=RSAU_002560] [protein=tRNA modification GTPase] [protein_id=AGU56311.1] [location=complement(2733797..2735176)] [gbkey=CDS] BLASTORTHO sp_Q2FUQ2_MNME_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56311.1_2427","51 kDa","0.9999984367100296","18","100%","0.12","-0.0638","0.000"
"340","true","Empty","[locus_tag=RSAU_000328] [protein=hypothetical protein] [protein_id=AGU54198.1] [location=complement(375147..376103)] [gbkey=CDS] BLASTORTHO tr_Q2G0Z2_Q2G0Z2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54198.1_314","36 kDa","0.9999984367100296","20","100%","0.57","-0.0539","0.000"
"341","true","Empty","[gene=murE] [locus_tag=RSAU_000903] [protein=UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase] [protein_id=AGU54737.1] [location=970627..972111] [gbkey=CDS] BLASTORTHO sp_Q2FZP6_MURE_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54737.1_853","54 kDa","0.9999984367100296","20","100%","0.11","0.574","0.000"
"342","true","Empty","[gene=nadE] [locus_tag=RSAU_001799] [protein=NAD synthase, putative] [protein_id=AGU55577.1] [location=complement(1927807..1928628)] [gbkey=CDS] BLASTORTHO sp_Q2G236_NADE_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55577.1_1693","31 kDa","0.9999984367100296","16","100%","0.86","0.0656","0.000"
"343","true","Empty","[gene=murC] [locus_tag=RSAU_001597] [protein=UDP-N-acetylmuramate--L-alanine ligase] [protein_id=AGU55418.1] [location=complement(1737974..1739287)] [gbkey=CDS] BLASTORTHO sp_Q2FXJ0_MURC_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55418.1_1534","49 kDa","0.9999984367100296","20","100%","0.12","0.306","0.000"
"344","true","Empty","[locus_tag=RSAU_000833] [protein=Oye family NADH-dependent flavin oxidoreductase, putative] [protein_id=AGU54669.1] [location=892136..893263] [gbkey=CDS] BLASTORTHO tr_Q2FZU7_Q2FZU7_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54669.1_785","42 kDa","0.9999984367100296","20","100%","< 0.0001","1.34","0.000"
"345","true","Empty","[gene=murD] [locus_tag=RSAU_001064] [protein=UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase MurD] [protein_id=AGU54895.1] [location=1139329..1140678] [gbkey=CDS] BLASTORTHO sp_Q2FZ92_MURD_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54895.1_1011","50 kDa","0.9999984367100296","17","100%","0.00016","0.587","0.000"
"346","true","Empty","[gene=cinA] [locus_tag=RSAU_001167] [protein=competence/damage-inducible protein CinA] [protein_id=AGU54997.1] [location=1257543..1258694] [gbkey=CDS] BLASTORTHO tr_Q2FZ10_Q2FZ10_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54997.1_1113","43 kDa","0.9999984083400477","20","100%","0.00057","0.908","0.000"
"347","true","Empty","[gene=cysJ] [locus_tag=RSAU_002461] [protein=sulfite reductase (NADPH) flavoprotein, alpha chain] [protein_id=AGU56213.1] [location=complement(2618184..2620064)] [gbkey=CDS] BLASTORTHO tr_Q2FUZ8_Q2FUZ8_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56213.1_2329","72 kDa","0.9999983907999876","18","100%","0.16","-0.601","0.000"
"348","true","Empty","[gene=fruA] [locus_tag=RSAU_000675] [protein=fructose-specific PTS transport system, IIABC component, putative] [protein_id=AGU54513.1] [location=724733..726697] [gbkey=CDS] BLASTORTHO tr_Q2G239_Q2G239_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54513.1_629","69 kDa","0.9999987472999692","17","100%","0.31","-0.465","0.000"
"349","true","Empty","[gene=rpsD] [locus_tag=RSAU_001576] [protein=30S ribosomal protein S4] [protein_id=AGU55399.1] [location=1710891..1711493] [gbkey=CDS] BLASTORTHO sp_Q2FXK6_RS4_STAA8 evalue=1.48282e-149","lcl_CP006706.1_prot_AGU55399.1_1515","23 kDa","0.9999987472999692","18","100%","0.019","-0.348","0.000"
"350","true","Empty","[gene=sirA] [locus_tag=RSAU_000069] [protein=iron-regulated ABC transporter, lipoprotein SirA] [protein_id=AGU53943.1] [location=complement(75221..76213)] [gbkey=CDS] BLASTORTHO tr_Q2G1N4_Q2G1N4_STAA8 evalue=0","lcl_CP006706.1_prot_AGU53943.1_59","37 kDa","0.9999987472999692","18","100%","< 0.0001","-0.648","0.000"
"351","true","Empty","[locus_tag=RSAU_000845] [protein=fumarylacetoacetate hydrolase family protein] [protein_id=AGU54681.1] [location=911904..912806] [gbkey=CDS] BLASTORTHO sp_Q2FZT4_Y906_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54681.1_797","33 kDa","0.9999987472999692","17","100%","0.0046","0.464","0.000"
"352","true","Empty","[locus_tag=RSAU_000511] [protein=haloacid dehalogenase-like hydrolase, putative] [protein_id=AGU54362.1] [location=558278..559147] [gbkey=CDS] BLASTORTHO tr_Q2G0L8_Q2G0L8_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54362.1_478","32 kDa","0.9999987472999692","16","100%","0.36","-0.177","0.000"
"353","true","Empty","[gene=citC] [locus_tag=RSAU_001552] [protein=isocitrate dehyrogenase] [protein_id=AGU55376.1] [location=complement(1679660..1680928)] [gbkey=CDS] BLASTORTHO tr_Q2FXN4_Q2FXN4_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55376.1_1492","46 kDa","0.9999987472999692","18","100%","0.27","0.554","0.000"
"354","true","Empty","[locus_tag=RSAU_001637] [protein=transaldolase, putative] [protein_id=AGU55458.1] [location=complement(1786895..1787608)] [gbkey=CDS] BLASTORTHO tr_Q2FXE8_Q2FXE8_STAA8 evalue=4.94736e-175","lcl_CP006706.1_prot_AGU55458.1_1574","26 kDa","0.9999987472999692","17","100%","0.91","0.0900","0.000"
"355","true","Empty","[gene=trxB] [locus_tag=RSAU_000739] [protein=thioredoxin reductase] [protein_id=AGU54577.1] [location=800878..801813] [gbkey=CDS] BLASTORTHO tr_Q2G041_Q2G041_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54577.1_693","34 kDa","0.9999987472999692","18","100%","0.051","0.449","0.000"
"356","true","Empty","[gene=hemL] [locus_tag=RSAU_001526] [protein=glutamate-1-semialdehyde aminotransferase] [protein_id=AGU55350.1] [location=complement(1648931..1650217)] [gbkey=CDS] BLASTORTHO sp_Q2FXR4_GSA1_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55350.1_1466","46 kDa","0.9999987218400292","16","100%","0.22","0.289","0.000"
"357","true","Empty","[locus_tag=RSAU_000539] [protein=heme peroxidase, putative] [protein_id=AGU54385.1] [location=complement(592016..592768)] [gbkey=CDS] BLASTORTHO sp_Q2G0J1_CHDC_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54385.1_501","29 kDa","0.9999987218400292","14","100%","0.52","0.273","0.000"
"358","true","Empty","[gene=asd] [locus_tag=RSAU_001273] [protein=aspartate semialdehyde dehydrogenase] [protein_id=AGU55102.1] [location=1377870..1378859] [gbkey=CDS] BLASTORTHO tr_Q2FYP0_Q2FYP0_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55102.1_1218","36 kDa","0.9999985088099947","17","100%","0.012","-1.69","0.000"
"359","true","Empty","[gene=pepF] [locus_tag=RSAU_001264] [protein=oligoendopeptidase F, putative] [protein_id=AGU55093.1] [location=1366258..1368072] [gbkey=CDS] BLASTORTHO tr_Q2FYQ2_Q2FYQ2_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55093.1_1209","69 kDa","0.9999984914200013","15","100%","0.14","0.175","0.000"
"360","true","Empty","[locus_tag=RSAU_001979] [protein=hypothetical protein] [protein_id=AGU55745.1] [location=complement(2109256..2110629)] [gbkey=CDS] BLASTORTHO tr_Q2FWB5_Q2FWB5_STAA8 evalue=0","lcl_CP006706.1_prot_AGU55745.1_1861","53 kDa","0.9999984367100296","18","100%","0.30","-0.0198","0.000"
"361","true","Empty","[gene=hlgA] [locus_tag=RSAU_002258] [protein=gamma-hemolysin component A precursor] [protein_id=AGU56014.1] [location=2396137..2397066] [gbkey=CDS] BLASTORTHO tr_Q2FVK3_Q2FVK3_STAA8 evalue=0","lcl_CP006706.1_prot_AGU56014.1_2130","35 kDa","0.9999984367100296","19","89%","0.0060","-1.82","0.000"
"362","true","Empty","[locus_tag=RSAU_001125] [protein=GTPase YlqF, putative] [protein_id=AGU54955.1] [location=1208118..1209002] [gbkey=CDS] BLASTORTHO tr_Q2FZ39_Q2FZ39_STAA8 evalue=0","lcl_CP006706.1_prot_AGU54955.1_1071","33 kDa","0.9999984367100296","14","100%","0.016","-0.499","0.000"
